King Lear	Nonso Anozie	Game of Thrones
King Lear	Dakin Matthews	Star Trek
King Lear	Tim Pigott-Smith	James Bond
King Lear	Julian Glover	Game of Thrones, James Bond, Star Wars, Harry Potter
King Lear	Robert Stephens	The Lord of the Rings, Harry Potter
King Lear	Frank Langella	Star Trek
King Lear	Avery Brooks	Star Trek
King Lear	Anthony Heald	Star Wars, X-Men
King Lear	Michael Gambon	The Lord of the Rings, James Bond, Harry Potter
King Lear	Ian Mckellen	The Lord of the Rings, The Hobbit, X-Men, X2
King Lear	Abraham Sofaer	Star Trek
King Lear	David Warner	The Lord of the Rings, Star Wars, Star Trek, Spider-Man, Harry Potter
King Lear	Oliver Ford Davies	Game of Thrones, Star Wars
t/o King Lear	John Colicos	Star Trek, X-Men
King Lear	Barrie Ingham	Star Trek
King Lear	Antony Sher	The Hobbit
King Lear	Philip Voss	The Lord of the Rings
Lear	Ian Holm	The Lord of the Rings, The Hobbit
King Lear	Colm Feore	The Lord of the Rings, Spider-Man
King Lear	Derek Jacobi	The Lord of the Rings
King Lear	John Colicos	Star Trek, X-Men
King Lear	Brian Cox	X2
King Lear of Britain	Lee J. Cobb	James Bond
King Lear	Alan Howard	The Lord of the Rings
King Lear	Christopher Plummer	Star Trek
Lear	Anthony Hopkins	Marvel
King Lear of Britain	Christopher Plummer	Star Trek
King Lear	Hal Holbrook	Star Trek
Lear's Fool	Roscoe Lee Browne	Star Wars, Spider-Man
Lear	F. Murray Abraham	Star Trek
Lear	James Earl Jones	Star Wars
King Lear	Harry Groener	Star Trek
King Lear	Kathryn Hunter	Harry Potter
King Lear	David Calder	James Bond
King Lear	Nonso Anozie	Game of Thrones
King Lear	Dakin Matthews	Star Trek
King Lear	Tim Pigott-Smith	James Bond
King Lear	Julian Glover	Game of Thrones, James Bond, Star Wars, Harry Potter
King Lear	Robert Stephens	The Lord of the Rings, Harry Potter
King Lear	Frank Langella	Star Trek
King Lear	Avery Brooks	Star Trek
King Lear	Anthony Heald	Star Wars, X-Men
King Lear	Michael Gambon	The Lord of the Rings, James Bond, Harry Potter
King Lear	Ian Mckellen	The Lord of the Rings, The Hobbit, X-Men, X2
King Lear	Abraham Sofaer	Star Trek
King Lear	David Warner	The Lord of the Rings, Star Wars, Star Trek, Spider-Man, Harry Potter
King Lear	Oliver Ford Davies	Game of Thrones, Star Wars
t/o King Lear	John Colicos	Star Trek, X-Men
King Lear	Barrie Ingham	Star Trek
King Lear	Antony Sher	The Hobbit
King Lear	Philip Voss	The Lord of the Rings
Lear	Ian Holm	The Lord of the Rings, The Hobbit
King Lear	Colm Feore	The Lord of the Rings, Spider-Man
King Lear	Derek Jacobi	The Lord of the Rings
King Lear	John Colicos	Star Trek, X-Men
King Lear	Brian Cox	X2
King Lear of Britain	Lee J. Cobb	James Bond
King Lear	Alan Howard	The Lord of the Rings
King Lear	Christopher Plummer	Star Trek
Lear	Anthony Hopkins	Marvel
King Lear of Britain	Christopher Plummer	Star Trek
King Lear	Hal Holbrook	Star Trek
Lear's Fool	Roscoe Lee Browne	Star Wars, Spider-Man
Lear	F. Murray Abraham	Star Trek
Lear	James Earl Jones	Star Wars
King Lear	Harry Groener	Star Trek
King Lear	Kathryn Hunter	Harry Potter
King Lear	David Calder	James Bond
King Lear	Nonso Anozie	Game of Thrones
King Lear	Dakin Matthews	Star Trek
King Lear	Tim Pigott-Smith	James Bond
King Lear	Julian Glover	Game of Thrones, James Bond, Star Wars, Harry Potter
King Lear	Robert Stephens	The Lord of the Rings, Harry Potter
King Lear	Frank Langella	Star Trek
King Lear	Avery Brooks	Star Trek
King Lear	Anthony Heald	Star Wars, X-Men
King Lear	Michael Gambon	The Lord of the Rings, James Bond, Harry Potter
King Lear	Ian Mckellen	The Lord of the Rings, The Hobbit, X-Men, X2
King Lear	Abraham Sofaer	Star Trek
King Lear	David Warner	The Lord of the Rings, Star Wars, Star Trek, Spider-Man, Harry Potter
King Lear	Oliver Ford Davies	Game of Thrones, Star Wars
t/o King Lear	John Colicos	Star Trek, X-Men
King Lear	Antony Sher	The Hobbit
King Lear	Barrie Ingham	Star Trek
King Lear	Philip Voss	The Lord of the Rings
Lear	Ian Holm	The Lord of the Rings, The Hobbit
King Lear	Colm Feore	The Lord of the Rings, Spider-Man
King Lear	Derek Jacobi	The Lord of the Rings
King Lear	John Colicos	Star Trek, X-Men
King Lear	Brian Cox	X2
King Lear of Britain	Lee J. Cobb	James Bond
King Lear	Christopher Plummer	Star Trek
King Lear	Alan Howard	The Lord of the Rings
Lear	Anthony Hopkins	Marvel
King Lear of Britain	Christopher Plummer	Star Trek
King Lear	Hal Holbrook	Star Trek
Lear's Fool	Roscoe Lee Browne	Star Wars, Spider-Man
Lear	F. Murray Abraham	Star Trek
Lear	James Earl Jones	Star Wars
King Lear	Harry Groener	Star Trek
King Lear	Kathryn Hunter	Harry Potter
King Lear	David Calder	James Bond
King Lear	Nonso Anozie	Game of Thrones
King Lear	Dakin Matthews	Star Trek
King Lear	Tim Pigott-Smith	James Bond
King Lear	Julian Glover	Game of Thrones, James Bond, Star Wars, Harry Potter
King Lear	Robert Stephens	The Lord of the Rings, Harry Potter
King Lear	Frank Langella	Star Trek
King Lear	Avery Brooks	Star Trek
King Lear	Anthony Heald	Star Wars, X-Men
King Lear	Michael Gambon	The Lord of the Rings, James Bond, Harry Potter
King Lear	Ian Mckellen	The Lord of the Rings, The Hobbit, X-Men, X2
King Lear	Abraham Sofaer	Star Trek
King Lear	David Warner	The Lord of the Rings, Star Wars, Star Trek, Spider-Man, Harry Potter
King Lear	Oliver Ford Davies	Game of Thrones, Star Wars
t/o King Lear	John Colicos	Star Trek, X-Men
King Lear	Barrie Ingham	Star Trek
King Lear	Antony Sher	The Hobbit
King Lear	Philip Voss	The Lord of the Rings
Lear	Ian Holm	The Lord of the Rings, The Hobbit
King Lear	Colm Feore	The Lord of the Rings, Spider-Man
King Lear	Derek Jacobi	The Lord of the Rings
King Lear	John Colicos	Star Trek, X-Men
King Lear	Brian Cox	X2
King Lear of Britain	Lee J. Cobb	James Bond
King Lear	Christopher Plummer	Star Trek
King Lear	Alan Howard	The Lord of the Rings
Lear	Anthony Hopkins	Marvel
King Lear of Britain	Christopher Plummer	Star Trek
Lear's Fool	Roscoe Lee Browne	Star Wars, Spider-Man
King Lear	Hal Holbrook	Star Trek
Lear	F. Murray Abraham	Star Trek
Lear	James Earl Jones	Star Wars
King Lear	Harry Groener	Star Trek
King Lear	Kathryn Hunter	Harry Potter
King Lear	David Calder	James Bond
King Lear	Nonso Anozie	Game of Thrones
King Lear	Dakin Matthews	Star Trek
King Lear	Harry Groener	Star Trek
King Lear	Kathryn Hunter	Harry Potter
King Lear	David Calder	James Bond
King Lear	Nonso Anozie	Game of Thrones
King Lear	Dakin Matthews	Star Trek
King Lear	Tim Pigott-Smith	James Bond
King Lear	Julian Glover	Game of Thrones, James Bond, Star Wars, Harry Potter
King Lear	Robert Stephens	The Lord of the Rings, Harry Potter
King Lear	Frank Langella	Star Trek
King Lear	Avery Brooks	Star Trek
King Lear	Anthony Heald	Star Wars, X-Men
King Lear	Michael Gambon	The Lord of the Rings, James Bond, Harry Potter
King Lear	Ian Mckellen	The Lord of the Rings, The Hobbit, X-Men, X2
King Lear	Abraham Sofaer	Star Trek
King Lear	David Warner	The Lord of the Rings, Star Wars, Star Trek, Spider-Man, Harry Potter
King Lear	Oliver Ford Davies	Game of Thrones, Star Wars
t/o King Lear	John Colicos	Star Trek, X-Men
King Lear	Antony Sher	The Hobbit
King Lear	Barrie Ingham	Star Trek
King Lear	Philip Voss	The Lord of the Rings
Lear	Ian Holm	The Lord of the Rings, The Hobbit
King Lear	Harry Groener	Star Trek
King Lear	Kathryn Hunter	Harry Potter
King Lear	Nonso Anozie	Game of Thrones
King Lear	David Calder	James Bond
King Lear	Dakin Matthews	Star Trek
King Lear	Tim Pigott-Smith	James Bond
King Lear	Julian Glover	Game of Thrones, James Bond, Star Wars, Harry Potter
King Lear	Robert Stephens	The Lord of the Rings, Harry Potter
King Lear	Frank Langella	Star Trek
King Lear	Avery Brooks	Star Trek
King Lear	Anthony Heald	Star Wars, X-Men
King Lear	Michael Gambon	The Lord of the Rings, James Bond, Harry Potter
King Lear	Ian Mckellen	The Lord of the Rings, The Hobbit, X-Men, X2
King Lear	Abraham Sofaer	Star Trek
King Lear	David Warner	The Lord of the Rings, Star Wars, Star Trek, Spider-Man, Harry Potter
King Lear	Oliver Ford Davies	Game of Thrones, Star Wars
t/o King Lear	John Colicos	Star Trek, X-Men
King Lear	Barrie Ingham	Star Trek
King Lear	Antony Sher	The Hobbit
King Lear	Philip Voss	The Lord of the Rings
Lear	Ian Holm	The Lord of the Rings, The Hobbit
King Lear	Colm Feore	The Lord of the Rings, Spider-Man
King Lear	Derek Jacobi	The Lord of the Rings
King Lear	Brian Cox	X2
